item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr
2022-2701-7-10082-1,2022-2701-7-10082,2022,2701,Khalifa Bin Salman Port,EX,7,10082,25065,5/15/2022,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,US,US,LTR,15855.55,1.05,FOB,6259.77,4.52,16648.33,12911.32,15007.13,Released,2,6,2701,890,,,CR_HASH_178,,CR_HASH_040
2022-2501-3-10083-1,2022-2501-3-10083,2022,2501,Bahrain International Airport,IM,3,10083,68702,12/1/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,62.0,174.27,EXW,4062.58,1.26,10804.74,391.2,412.8,Held,1,2,2501,158,,,CR_HASH_133,CR_HASH_017,
2022-2601-8-10084-1,2022-2601-8-10084,2022,2601,Dry Port - Hidd,IM,8,10084,58490,11/11/2022,8703221000,Passenger cars 1000-1500cc,US,US,US,US,BH,BH,NMB,108.0,21384.0,EXW,868361.47,2.59,2309472.0,262.54,305.29,Released,4,4,2601,297,,,CR_HASH_051,CR_HASH_025,
2022-2501-6-10085-1,2022-2501-6-10085,2022,2501,Bahrain International Airport,IM,6,10085,98895,8/17/2022,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,192.0,48.92,FOB,3531.63,2.52,9392.64,669.85,802.85,Pending,4,2,2501,886,,,CR_HASH_213,CR_HASH_007,
2022-2801-9-10086-1,2022-2801-9-10086,2022,2801,King Fahd Causeway,EX,9,10086,59581,12/14/2022,9018390000,Medical syringes and needles,BH,BH,BH,BH,CN,CN,NMB,91.0,0.15,FOB,5.13,3.7,13.65,546.95,620.77,Held,5,1,2801,576,,,CR_HASH_048,,CR_HASH_037
2022-2801-6-10087-1,2022-2801-6-10087,2022,2801,King Fahd Causeway,EX,6,10087,34362,1/19/2022,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,IN,IN,LTR,5573.6,0.68,CIF,1425.06,1.92,3790.05,4805.81,5323.9,Released,5,6,2801,674,,,CR_HASH_122,,CR_HASH_037
2022-2801-1-10088-1,2022-2801-1-10088,2022,2801,King Fahd Causeway,IM,1,10088,52719,9/4/2022,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,4639.4,1.11,CIF,1936.3,1.47,5149.73,3915.61,4391.02,Released,6,5,2801,275,,,CR_HASH_210,CR_HASH_046,
2022-2701-1-10089-1,2022-2701-1-10089,2022,2701,Khalifa Bin Salman Port,IM,1,10089,42467,4/20/2022,0102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,178.0,1151.87,CIF,77092.36,2.11,205032.86,1237.48,1358.83,Released,4,3,2701,935,,,CR_HASH_025,CR_HASH_017,
2022-2601-2-10090-1,2022-2601-2-10090,2022,2601,Dry Port - Hidd,IM,2,10090,96635,8/11/2022,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,177.0,0.47,EXW,31.28,4.19,83.19,910.98,973.2,Released,5,2,2601,996,,,CR_HASH_050,CR_HASH_042,
2022-2501-2-10091-1,2022-2501-2-10091,2022,2501,Bahrain International Airport,IM,2,10091,57775,6/11/2022,1006301000,Long-grain milled rice,IN,IN,IN,IN,BH,BH,KGM,1687.29,1.44,FOB,913.57,4.87,2429.7,1687.29,2019.34,Pending,4,8,2501,457,,,CR_HASH_082,CR_HASH_025,
2022-2701-5-10092-1,2022-2701-5-10092,2022,2701,Khalifa Bin Salman Port,IM,5,10092,48836,10/18/2022,8517120000,Cellular telephones,IN,IN,IN,IN,BH,BH,NMB,131.0,312.53,EXW,15393.98,4.67,40941.43,417.9,464.41,Released,8,9,2701,756,,,CR_HASH_080,CR_HASH_022,
2022-2801-3-10093-1,2022-2801-3-10093,2022,2801,King Fahd Causeway,IM,3,10093,57892,5/23/2022,0102211000,"Live cattle, pure-bred breeding",SA,SA,SA,SA,BH,BH,NMB,90.0,1765.49,CIF,59744.18,1.25,158894.1,261.48,288.11,Released,7,9,2801,449,,,CR_HASH_018,CR_HASH_019,
2022-2501-8-10094-1,2022-2501-8-10094,2022,2501,Bahrain International Airport,EX,8,10094,14731,11/12/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,JP,JP,NMB,151.0,10148.45,FOB,576188.4,2.27,1532415.95,752.05,865.11,Pending,1,9,2501,928,,,CR_HASH_189,,CR_HASH_049
2022-2801-1-10095-1,2022-2801-1-10095,2022,2801,King Fahd Causeway,IM,1,10095,50695,7/31/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,8.0,10.85,CIF,32.64,4.04,86.8,55.13,61.99,Pending,3,8,2801,890,,,CR_HASH_051,CR_HASH_023,
2022-2601-8-10096-1,2022-2601-8-10096,2022,2601,Dry Port - Hidd,EX,8,10096,96721,12/27/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,US,US,NMB,12.0,8211.77,EXW,37051.51,1.34,98541.24,54.28,64.85,Held,9,6,2601,964,,,CR_HASH_068,,CR_HASH_004
2022-2701-4-10097-1,2022-2701-4-10097,2022,2701,Khalifa Bin Salman Port,IM,4,10097,47585,11/17/2022,8517120000,Cellular telephones,AE,AE,JP,JP,BH,BH,NMB,21.0,992.06,CIF,7833.31,4.08,20833.26,77.43,85.6,Released,2,8,2701,161,,,CR_HASH_152,CR_HASH_007,
2022-2701-3-10098-1,2022-2701-3-10098,2022,2701,Khalifa Bin Salman Port,IM,3,10098,81144,4/14/2022,8504400090,Static converters,US,US,US,US,BH,BH,NMB,174.0,35.27,FOB,2307.5,0.68,6136.98,300.23,345.34,Released,5,9,2701,569,,,CR_HASH_029,CR_HASH_019,
2022-2501-5-10099-1,2022-2501-5-10099,2022,2501,Bahrain International Airport,IM,5,10099,17266,12/6/2022,8517120000,Cellular telephones,JP,JP,JP,JP,BH,BH,NMB,115.0,478.56,FOB,20692.93,4.42,55034.4,755.24,903.39,Released,8,6,2501,423,,,CR_HASH_047,CR_HASH_013,
2022-2501-4-10100-1,2022-2501-4-10100,2022,2501,Bahrain International Airport,RE,4,10100,44983,6/6/2022,2710192100,Gas oils for diesel engines,CN,CN,BH,BH,CN,CN,LTR,10924.71,1.19,CIF,4888.15,4.71,13000.4,9735.66,10663.13,Released,8,9,2501,205,,,CR_HASH_130,CR_HASH_045,
2022-2501-1-10101-1,2022-2501-1-10101,2022,2501,Bahrain International Airport,EX,1,10101,15680,4/14/2022,9018390000,Medical syringes and needles,BH,BH,BH,BH,AE,AE,NMB,187.0,0.29,CIF,20.39,1.9,54.23,650.62,726.58,Pending,8,2,2501,561,,,CR_HASH_039,,CR_HASH_049
2022-2501-9-10102-1,2022-2501-9-10102,2022,2501,Bahrain International Airport,EX,9,10102,66372,4/15/2022,8517120000,Cellular telephones,BH,BH,BH,BH,IN,IN,NMB,19.0,1054.03,CIF,7529.99,4.08,20026.57,148.57,174.77,Released,5,4,2501,588,,,CR_HASH_091,,CR_HASH_047
2022-2801-2-10103-1,2022-2801-2-10103,2022,2801,King Fahd Causeway,IM,2,10103,16969,12/19/2022,3923301000,Plastic bottles for packaging,US,US,US,US,BH,BH,NMB,88.0,0.44,FOB,14.56,2.51,38.72,302.39,321.58,Released,2,9,2801,850,,,CR_HASH_176,CR_HASH_036,
2022-2501-1-10104-1,2022-2501-1-10104,2022,2501,Bahrain International Airport,IM,1,10104,41980,8/12/2022,2710192100,Gas oils for diesel engines,AE,AE,US,US,BH,BH,LTR,4513.49,1.18,CIF,2002.55,0.78,5325.92,4267.23,4631.88,Released,2,2,2501,611,,,CR_HASH_141,CR_HASH_003,
2022-2801-3-10105-1,2022-2801-3-10105,2022,2801,King Fahd Causeway,EX,3,10105,41310,5/13/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,AE,AE,NMB,132.0,9037.35,CIF,448541.76,1.52,1192930.2,921.5,1098.73,Released,4,4,2801,658,,,CR_HASH_156,,CR_HASH_007
2022-2801-4-10106-1,2022-2801-4-10106,2022,2801,King Fahd Causeway,IM,4,10106,74970,12/12/2022,2710192100,Gas oils for diesel engines,SA,SA,SA,SA,BH,BH,LTR,11039.3,0.46,EXW,1909.36,4.72,5078.08,9239.36,10018.21,Released,7,2,2801,839,,,CR_HASH_192,CR_HASH_038,
2022-2701-5-10107-1,2022-2701-5-10107,2022,2701,Khalifa Bin Salman Port,IM,5,10107,76053,2/9/2022,8703221000,Passenger cars 1000-1500cc,DE,DE,DE,DE,BH,BH,NMB,104.0,15163.86,FOB,592967.58,1.53,1577041.44,424.8,472.91,Released,6,6,2701,145,,,CR_HASH_243,CR_HASH_004,
2022-2801-1-10108-1,2022-2801-1-10108,2022,2801,King Fahd Causeway,IM,1,10108,51044,8/7/2022,1006301000,Long-grain milled rice,IN,IN,IN,IN,BH,BH,KGM,4494.1,4.6,FOB,7773.0,4.35,20672.86,4494.1,5245.8,Released,6,3,2801,412,,,CR_HASH_225,CR_HASH_021,
2022-2701-8-10109-1,2022-2701-8-10109,2022,2701,Khalifa Bin Salman Port,IM,8,10109,29394,6/8/2022,6109100000,Cotton t-shirts,IN,IN,IN,IN,BH,BH,NMB,186.0,6.82,FOB,476.96,1.09,1268.52,1120.52,1253.81,Released,4,2,2701,436,,,CR_HASH_240,CR_HASH_027,
2022-2501-7-10110-1,2022-2501-7-10110,2022,2501,Bahrain International Airport,IM,7,10110,27014,8/17/2022,0102211000,"Live cattle, pure-bred breeding",DE,DE,DE,DE,BH,BH,NMB,179.0,1263.4,EXW,85031.87,3.92,226148.6,354.87,388.12,Released,7,8,2501,257,,,CR_HASH_082,CR_HASH_026,
2022-2601-8-10111-1,2022-2601-8-10111,2022,2601,Dry Port - Hidd,IM,8,10111,48052,10/2/2022,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,822.39,0.7,FOB,216.45,4.02,575.67,822.39,950.48,Released,7,1,2601,832,,,CR_HASH_038,CR_HASH_004,
2022-2601-4-10112-1,2022-2601-4-10112,2022,2601,Dry Port - Hidd,IM,4,10112,38245,3/17/2022,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,56.0,0.21,CIF,4.42,1.09,11.76,129.19,150.22,Released,1,4,2601,730,,,CR_HASH_060,CR_HASH_009,
2022-2801-4-10113-1,2022-2801-4-10113,2022,2801,King Fahd Causeway,EX,4,10113,52435,4/21/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,US,US,NMB,47.0,0.63,FOB,11.13,4.5,29.61,250.16,295.21,Held,9,5,2801,811,,,CR_HASH_156,,CR_HASH_049
2022-2601-7-10114-1,2022-2601-7-10114,2022,2601,Dry Port - Hidd,IM,7,10114,19779,5/11/2022,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,142.0,460.18,EXW,24569.93,4.07,65345.56,659.05,774.71,Released,1,8,2601,792,,,CR_HASH_004,CR_HASH_049,
2022-2701-8-10115-1,2022-2701-8-10115,2022,2701,Khalifa Bin Salman Port,IM,8,10115,65313,12/30/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,178.0,445.78,CIF,29835.16,1.26,79348.84,1342.31,1478.82,Released,2,7,2701,152,,,CR_HASH_248,CR_HASH_028,
2022-2801-7-10116-1,2022-2801-7-10116,2022,2801,King Fahd Causeway,IM,7,10116,22604,8/18/2022,1006301000,Long-grain milled rice,CN,CN,DE,DE,BH,BH,KGM,4187.19,1.15,CIF,1810.54,4.17,4815.27,4187.19,4970.16,Released,4,3,2801,963,,,CR_HASH_066,CR_HASH_038,
2022-2601-9-10117-1,2022-2601-9-10117,2022,2601,Dry Port - Hidd,IM,9,10117,29176,4/11/2022,8703221000,Passenger cars 1000-1500cc,CN,CN,IN,IN,BH,BH,NMB,53.0,13599.14,EXW,271003.66,3.07,720754.42,176.88,207.88,Released,4,9,2601,893,,,CR_HASH_193,CR_HASH_042,
2022-2501-2-10118-1,2022-2501-2-10118,2022,2501,Bahrain International Airport,IM,2,10118,60793,1/15/2022,9018390000,Medical syringes and needles,US,US,US,US,BH,BH,NMB,104.0,0.41,FOB,16.03,2.66,42.64,341.8,368.57,Released,8,5,2501,677,,,CR_HASH_044,CR_HASH_010,
2022-2701-2-10119-1,2022-2701-2-10119,2022,2701,Khalifa Bin Salman Port,EX,2,10119,97254,9/27/2022,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,MY,MY,NMB,33.0,0.38,CIF,4.72,2.61,12.54,77.35,89.69,Released,2,2,2701,266,,,CR_HASH_022,,CR_HASH_037
2022-2601-3-10120-1,2022-2601-3-10120,2022,2601,Dry Port - Hidd,EX,3,10120,34807,5/28/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,TR,TR,NMB,39.0,2342.93,CIF,34356.73,4.75,91374.27,97.31,106.18,Released,4,9,2601,301,,,CR_HASH_030,,CR_HASH_013
2022-2801-6-10121-1,2022-2801-6-10121,2022,2801,King Fahd Causeway,IM,6,10121,16523,5/28/2022,2710192100,Gas oils for diesel engines,IN,IN,IN,IN,BH,BH,LTR,1184.78,0.45,CIF,200.46,0.73,533.15,1105.97,1302.45,Held,8,5,2801,374,,,CR_HASH_062,CR_HASH_042,
2022-2701-5-10122-1,2022-2701-5-10122,2022,2701,Khalifa Bin Salman Port,EX,5,10122,57470,2/6/2022,8504400090,Static converters,BH,BH,BH,BH,SA,SA,NMB,120.0,201.78,EXW,9104.31,4.19,24213.6,457.1,540.06,Released,2,7,2701,658,,,CR_HASH_032,,CR_HASH_010
2022-2601-2-10123-1,2022-2601-2-10123,2022,2601,Dry Port - Hidd,IM,2,10123,79685,4/16/2022,3923301000,Plastic bottles for packaging,AE,AE,AE,AE,BH,BH,NMB,48.0,0.45,EXW,8.12,3.55,21.6,307.28,364.73,Released,5,8,2601,269,,,CR_HASH_199,CR_HASH_013,
2022-2801-5-10124-1,2022-2801-5-10124,2022,2801,King Fahd Causeway,RE,5,10124,29989,5/3/2022,3923301000,Plastic bottles for packaging,US,US,BH,BH,JP,JP,NMB,2.0,0.74,CIF,0.56,2.36,1.48,10.57,11.85,Released,8,1,2801,355,,,CR_HASH_018,CR_HASH_049,
2022-2801-6-10125-1,2022-2801-6-10125,2022,2801,King Fahd Causeway,IM,6,10125,95314,7/8/2022,2710192100,Gas oils for diesel engines,IN,IN,IN,IN,BH,BH,LTR,19609.58,1.1,CIF,8110.52,1.49,21570.54,17085.29,19627.1,Pending,7,3,2801,606,,,CR_HASH_233,CR_HASH_041,
2022-2601-5-10126-1,2022-2601-5-10126,2022,2601,Dry Port - Hidd,IM,5,10126,57229,8/9/2022,8471300000,Portable laptop computers,US,US,AE,AE,BH,BH,NMB,91.0,712.32,EXW,24372.74,3.86,64821.12,80.23,93.26,Released,8,3,2601,294,,,CR_HASH_135,CR_HASH_013,
2022-2701-4-10127-1,2022-2701-4-10127,2022,2701,Khalifa Bin Salman Port,IM,4,10127,57844,7/19/2022,8504400090,Static converters,DE,DE,DE,DE,BH,BH,NMB,160.0,80.76,CIF,4858.52,2.52,12921.6,842.67,978.84,Released,1,6,2701,379,,,CR_HASH_062,CR_HASH_046,
2022-2501-8-10128-1,2022-2501-8-10128,2022,2501,Bahrain International Airport,IM,8,10128,25221,3/15/2022,9018390000,Medical syringes and needles,CN,CN,US,US,BH,BH,NMB,162.0,0.21,CIF,12.79,0.91,34.02,1201.11,1321.01,Released,2,2,2501,442,,,CR_HASH_225,CR_HASH_041,
2022-2501-9-10129-1,2022-2501-9-10129,2022,2501,Bahrain International Airport,EX,9,10129,37677,1/27/2022,8471300000,Portable laptop computers,BH,BH,BH,BH,AE,AE,NMB,15.0,236.15,FOB,1331.89,2.85,3542.25,94.62,108.31,Pending,7,4,2501,502,,,CR_HASH_102,,CR_HASH_044
2022-2601-2-10130-1,2022-2601-2-10130,2022,2601,Dry Port - Hidd,IM,2,10130,95760,9/15/2022,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,931.6,6.4,EXW,2241.8,4.35,5962.24,931.6,1095.85,Held,1,8,2601,787,,,CR_HASH_172,CR_HASH_017,
2022-2601-7-10131-1,2022-2601-7-10131,2022,2601,Dry Port - Hidd,IM,7,10131,64929,3/17/2022,0102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,91.0,2346.65,CIF,80292.98,1.11,213545.15,423.8,484.52,Released,3,7,2601,655,,,CR_HASH_172,CR_HASH_022,
2022-2701-7-10132-1,2022-2701-7-10132,2022,2701,Khalifa Bin Salman Port,IM,7,10132,86088,9/4/2022,6109100000,Cotton t-shirts,CN,CN,CN,CN,BH,BH,NMB,15.0,7.81,EXW,44.05,2.96,117.15,57.11,66.33,Released,7,9,2701,524,,,CR_HASH_192,CR_HASH_012,
2022-2601-1-10133-1,2022-2601-1-10133,2022,2601,Dry Port - Hidd,IM,1,10133,70175,7/17/2022,6109100000,Cotton t-shirts,TR,TR,TR,TR,BH,BH,NMB,144.0,8.39,FOB,454.27,4.65,1208.16,868.52,921.31,Released,5,6,2601,521,,,CR_HASH_103,CR_HASH_026,
2022-2801-5-10134-1,2022-2801-5-10134,2022,2801,King Fahd Causeway,IM,5,10134,73851,12/20/2022,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,986.33,0.64,CIF,237.35,3.06,631.25,986.33,1149.46,Pending,2,1,2801,946,,,CR_HASH_135,CR_HASH_036,
2022-2501-4-10135-1,2022-2501-4-10135,2022,2501,Bahrain International Airport,IM,4,10135,78047,12/19/2022,6109100000,Cotton t-shirts,SA,SA,SA,SA,BH,BH,NMB,39.0,10.34,FOB,151.63,4.99,403.26,284.44,320.0,Held,8,3,2501,752,,,CR_HASH_082,CR_HASH_008,
2022-2601-3-10136-1,2022-2601-3-10136,2022,2601,Dry Port - Hidd,RE,3,10136,93963,4/15/2022,6109100000,Cotton t-shirts,DE,DE,BH,BH,CN,CN,NMB,53.0,9.57,CIF,190.71,2.88,507.21,280.51,330.72,Released,7,8,2601,302,,,CR_HASH_132,CR_HASH_020,
2022-2801-4-10137-1,2022-2801-4-10137,2022,2801,King Fahd Causeway,EX,4,10137,17252,4/21/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,IN,IN,NMB,197.0,2474.58,FOB,183297.09,2.77,487492.26,496.14,544.82,Released,6,4,2801,467,,,CR_HASH_159,,CR_HASH_027
2022-2701-8-10138-1,2022-2701-8-10138,2022,2701,Khalifa Bin Salman Port,IM,8,10138,25916,9/5/2022,2710192100,Gas oils for diesel engines,IN,IN,IN,IN,BH,BH,LTR,6948.2,0.41,CIF,1071.13,1.92,2848.76,5527.8,6433.81,Released,2,3,2701,689,,,CR_HASH_246,CR_HASH_028,
2022-2601-7-10139-1,2022-2601-7-10139,2022,2601,Dry Port - Hidd,IM,7,10139,49856,11/22/2022,8471300000,Portable laptop computers,IN,IN,IN,IN,BH,BH,NMB,3.0,528.12,FOB,595.72,4.11,1584.36,15.15,16.92,Released,6,9,2601,213,,,CR_HASH_014,CR_HASH_034,
2022-2701-2-10140-1,2022-2701-2-10140,2022,2701,Khalifa Bin Salman Port,IM,2,10140,88410,1/5/2022,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,180.0,15989.87,FOB,1082194.4,1.85,2878176.6,1068.5,1218.0,Pending,5,7,2701,423,,,CR_HASH_239,CR_HASH_047,
2022-2501-7-10141-1,2022-2501-7-10141,2022,2501,Bahrain International Airport,IM,7,10141,82945,9/28/2022,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,21.0,612.42,CIF,4835.67,0.96,12860.82,106.64,124.4,Released,8,5,2501,658,,,CR_HASH_088,CR_HASH_026,
2022-2701-3-10142-1,2022-2701-3-10142,2022,2701,Khalifa Bin Salman Port,IM,3,10142,64772,8/9/2022,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,9.0,345.95,EXW,1170.69,0.58,3113.55,60.15,71.51,Released,9,5,2701,955,,,CR_HASH_109,CR_HASH_010,
2022-2501-8-10143-1,2022-2501-8-10143,2022,2501,Bahrain International Airport,RE,8,10143,94438,7/5/2022,8504400090,Static converters,AE,AE,BH,BH,DE,DE,NMB,143.0,229.3,FOB,12329.0,2.38,32789.9,155.32,182.88,Released,6,5,2501,238,,,CR_HASH_016,CR_HASH_031,
2022-2701-7-10144-1,2022-2701-7-10144,2022,2701,Khalifa Bin Salman Port,IM,7,10144,43208,8/30/2022,8471300000,Portable laptop computers,AE,AE,AE,AE,BH,BH,NMB,140.0,701.84,EXW,36944.86,1.49,98257.6,1087.93,1261.96,Released,7,5,2701,633,,,CR_HASH_182,CR_HASH_002,
2022-2701-7-10145-1,2022-2701-7-10145,2022,2701,Khalifa Bin Salman Port,IM,7,10145,18552,12/11/2022,8471300000,Portable laptop computers,IN,IN,IN,IN,BH,BH,NMB,43.0,70.87,EXW,1145.83,4.94,3047.41,221.02,262.79,Released,2,5,2701,179,,,CR_HASH_031,CR_HASH_013,
2022-2701-8-10146-1,2022-2701-8-10146,2022,2701,Khalifa Bin Salman Port,EX,8,10146,38573,9/2/2022,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,CN,CN,LTR,1889.27,0.73,EXW,518.57,2.51,1379.17,1543.55,1816.53,Held,9,3,2701,685,,,CR_HASH_183,,CR_HASH_026
2022-2501-4-10147-1,2022-2501-4-10147,2022,2501,Bahrain International Airport,IM,4,10147,47291,3/11/2022,9018390000,Medical syringes and needles,SA,SA,IN,IN,BH,BH,NMB,138.0,0.11,FOB,5.71,1.76,15.18,213.68,238.5,Released,4,1,2501,716,,,CR_HASH_072,CR_HASH_034,
2022-2601-4-10148-1,2022-2601-4-10148,2022,2601,Dry Port - Hidd,IM,4,10148,57739,8/13/2022,2710192100,Gas oils for diesel engines,US,US,US,US,BH,BH,LTR,2619.01,0.31,CIF,305.27,0.6,811.89,2388.7,2643.52,Released,6,5,2601,780,,,CR_HASH_163,CR_HASH_042,
2022-2801-4-10149-1,2022-2801-4-10149,2022,2801,King Fahd Causeway,EX,4,10149,79269,5/6/2022,8504400090,Static converters,BH,BH,BH,BH,CN,CN,NMB,20.0,202.22,EXW,1520.69,3.35,4044.4,100.21,116.7,Released,9,9,2801,981,,,CR_HASH_226,,CR_HASH_014
2022-2501-4-10150-1,2022-2501-4-10150,2022,2501,Bahrain International Airport,IM,4,10150,56119,9/27/2022,1006301000,Long-grain milled rice,DE,DE,DE,DE,BH,BH,KGM,2780.24,0.56,CIF,585.41,2.66,1556.93,2780.24,3107.96,Released,9,3,2501,526,,,CR_HASH_026,CR_HASH_042,
2022-2501-2-10151-1,2022-2501-2-10151,2022,2501,Bahrain International Airport,IM,2,10151,97401,1/7/2022,8471300000,Portable laptop computers,CN,CN,CN,CN,BH,BH,NMB,145.0,322.78,EXW,17597.97,2.77,46803.1,1083.99,1219.88,Released,7,8,2501,246,,,CR_HASH_236,CR_HASH_049,
2022-2501-3-10152-1,2022-2501-3-10152,2022,2501,Bahrain International Airport,RE,3,10152,46288,6/13/2022,1006301000,Long-grain milled rice,CN,CN,BH,BH,JP,JP,KGM,2010.46,0.98,FOB,740.81,1.4,1970.25,2010.46,2201.88,Released,7,5,2501,263,,,CR_HASH_050,CR_HASH_002,
2022-2701-4-10153-1,2022-2701-4-10153,2022,2701,Khalifa Bin Salman Port,EX,4,10153,61474,7/5/2022,0102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,US,US,NMB,101.0,1393.06,CIF,52902.85,4.55,140699.06,324.18,381.85,Released,4,4,2701,766,,,CR_HASH_089,,CR_HASH_003
2022-2701-5-10154-1,2022-2701-5-10154,2022,2701,Khalifa Bin Salman Port,EX,5,10154,23593,1/15/2022,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,25.0,9769.33,EXW,91831.7,3.71,244233.25,163.8,195.01,Released,9,5,2701,407,,,CR_HASH_057,,CR_HASH_030
2022-2501-2-10155-1,2022-2501-2-10155,2022,2501,Bahrain International Airport,IM,2,10155,78350,7/12/2022,8703221000,Passenger cars 1000-1500cc,CN,CN,SA,SA,BH,BH,NMB,165.0,8558.25,CIF,530953.83,1.73,1412111.25,409.91,432.84,Held,1,4,2501,351,,,CR_HASH_236,CR_HASH_006,
2022-2501-9-10156-1,2022-2501-9-10156,2022,2501,Bahrain International Airport,IM,9,10156,41607,4/10/2022,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,8010.77,0.61,EXW,1837.35,2.77,4886.57,6331.9,7367.15,Released,5,9,2501,382,,,CR_HASH_150,CR_HASH_049,
2022-2801-1-10157-1,2022-2801-1-10157,2022,2801,King Fahd Causeway,IM,1,10157,93434,1/13/2022,8504400090,Static converters,SA,SA,JP,JP,BH,BH,NMB,146.0,227.01,EXW,12461.94,3.97,33143.46,410.76,488.55,Released,1,3,2801,689,,,CR_HASH_123,CR_HASH_005,
2022-2501-7-10158-1,2022-2501-7-10158,2022,2501,Bahrain International Airport,EX,7,10158,13821,2/18/2022,8504400090,Static converters,BH,BH,BH,BH,CN,CN,NMB,148.0,162.53,FOB,9044.47,1.69,24054.44,380.28,422.92,Released,9,4,2501,864,,,CR_HASH_200,,CR_HASH_042
2022-2501-8-10159-1,2022-2501-8-10159,2022,2501,Bahrain International Airport,IM,8,10159,14473,6/5/2022,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,54.0,1083.12,CIF,21991.67,2.08,58488.48,196.19,213.57,Released,6,5,2501,471,,,CR_HASH_094,CR_HASH_025,
2022-2801-9-10160-1,2022-2801-9-10160,2022,2801,King Fahd Causeway,RE,9,10160,30405,6/26/2022,0102211000,"Live cattle, pure-bred breeding",IN,IN,BH,BH,DE,DE,NMB,134.0,2134.03,EXW,107520.97,3.13,285960.02,209.81,236.87,Released,3,2,2801,935,,,CR_HASH_140,CR_HASH_009,
2022-2501-4-10161-1,2022-2501-4-10161,2022,2501,Bahrain International Airport,IM,4,10161,69662,12/10/2022,8703221000,Passenger cars 1000-1500cc,IN,IN,IN,IN,BH,BH,NMB,77.0,6176.97,FOB,178835.64,4.72,475626.69,334.32,364.0,Released,3,9,2501,332,,,CR_HASH_180,CR_HASH_004,
2022-2601-3-10162-1,2022-2601-3-10162,2022,2601,Dry Port - Hidd,IM,3,10162,33146,3/9/2022,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,117.0,889.87,FOB,39147.16,4.65,104114.79,935.79,1046.5,Pending,1,9,2601,202,,,CR_HASH_079,CR_HASH_043,
2022-2801-6-10163-1,2022-2801-6-10163,2022,2801,King Fahd Causeway,IM,6,10163,16043,8/2/2022,3923301000,Plastic bottles for packaging,AE,AE,IN,IN,BH,BH,NMB,69.0,0.35,FOB,9.08,3.44,24.15,165.59,191.39,Released,1,4,2801,628,,,CR_HASH_224,CR_HASH_031,
2022-2601-1-10164-1,2022-2601-1-10164,2022,2601,Dry Port - Hidd,EX,1,10164,52065,8/28/2022,8504400090,Static converters,BH,BH,BH,BH,CN,CN,NMB,190.0,194.67,CIF,13907.22,0.77,36987.3,551.23,609.25,Released,4,5,2601,328,,,CR_HASH_217,,CR_HASH_027
